exercise_name,prerequisites
writing-linear-functions-word-problems,graphing-linear-functions-word-problems
writing-numbers-to-1000,hundreds--tens--and-ones
writing-numerical-expressions-with-exponents-word-problems,writing-expressions-3
writing-numerical-inequalities,fractions_on_the_number_line_3
writing-proportional-equations,analyzing-and-identifying-proportional-relationships
writing-systems-of-equations-as-matrix-equations,systems_of_equations
writing-systems-of-equations-as-matrix-equations,represent-systems-with-matrices
writing-systems-of-equations-as-matrix-equations,matrix_inverse_2x2
writing-the-equation-of-a-line-in-any-form,converting_between_point_slope_and_slope_intercept
writing-the-equation-of-a-line-in-any-form,converting_between_slope_intercept_and_standard_form
writing_expressions_1,writing-expressions-with-variables-1
writing_expressions_2,creating-expressions-with-parenthesis
writing_expressions_2,writing_expressions_1
writing_proportions,analyzing-and-identifying-proportional-relationships
z_scores_1,standard_deviation
z_scores_2,z_scores_1
z_scores_3,z_scores_2
zero-and-identity-matrices,matrix_addition_and_subtraction
zero-and-identity-matrices,multiplying_a_matrix_by_a_matrix
zeros-in-the-dividend-no-remainders,division_1
zeros-in-the-dividend-no-remainders,quotients-that-are-multiples-of-10
zeros-in-the-dividend-no-remainders,multi-digit-division-with-visual-models
zeros-in-the-quotient-no-remainders,division_1
zeros-in-the-quotient-no-remainders,quotients-that-are-multiples-of-10
zeros-in-the-quotient-no-remainders,multi-digit-division-with-visual-models
